Date,SF_absolute_humidity,SF_relative_humidity,SF_mean_air_temperature,SF_atmospheric_pressure,SF_potential_evaporation,SF_net_radiation,SF_volumetric_water_content,SF_soil_temperature,SF_wind_speed,catchment_daily_precipitation_armley,catchment_daily_precipitation_kildwick,discharge_armley,discharge_kildwick,river_level_snaygill,river_level_kildwick,river_level_kirkstall,headingley_precipitation,malham_precipitation,skipton_snaygill_precipitation,farnley_hall_precipitation,embsay_precipitation,silsden_precipitation,lower_laithe_precipitation
24/01/2020,6.6,84,7.1,1014.9,0.5,-0.4,34.6,5.7,2.5,0.087286747,0.164226425,11.8,4.42,0.639,0.469,1.561,0,1,0,0,0.2,0,0
25/01/2020,6.2,85.1,6.2,1008.9,0.4,-0.2,33.8,5.6,3.1,0.114025898,0.158940851,11.1,4.13,0.579,0.449,1.551,0,0.8,0,0,0,0,0.2
26/01/2020,6.7,89.2,6.4,998.5,0.3,-1.2,32.9,5.7,4.1,4.167151648,4.416400754,12,4.26,0.509,0.444,1.558,4,7.6,3.2,3.6,2,2.8,4.6
27/01/2020,5.5,83.9,4.6,988.7,0.6,-1.7,34,4.7,3.7,0.881439725,1.37045677,11.6,4.55,0.54,0.464,1.553,0,2.6,0.6,0,0.6,0.4,1
28/01/2020,5.1,79.6,4.2,984.1,0.8,-0.5,32,4.2,4.6,6.886011937,7.679007868,14.9,7.03,0.684,0.51,1.567,2.6,10.8,7.8,3.6,7,8.2,8.6
29/01/2020,5.7,75,6.6,995.8,1,-1.1,33.6,4.4,5.6,2.83243051,3.404072716,18.7,8.82,1.093,0.641,1.62,0,4.4,2.2,0.2,2.6,1.6,6.2
30/01/2020,6.9,77.4,9.1,992.1,1,-0.5,33.5,5.8,6.2,0.474253238,1.098163307,18,7.82,1.054,0.657,1.624,0,5.4,0,0,0.2,0,0
31/01/2020,7.7,77.4,10.8,991.7,1,-1.1,33.7,6.8,6.4,1.322636012,2.287774035,15.6,8.86,0.891,0.598,1.59,0,3,1.2,0,2.2,0.6,1.2
01/02/2020,6,68.4,8.9,991.4,1.6,-1.8,31.7,6.8,7,5.493073865,5.121696152,16,7.4,1.01,0.638,1.616,4.4,5.4,4,5.6,4.8,3.4,8.4
02/02/2020,6.8,86.6,7.2,996.4,0.6,0.2,30.9,6.2,4,7.946429348,9.169439746,24.5,15.2,1.382,0.724,1.665,5.4,15,5.6,6.8,9.6,9.8,6.8
03/02/2020,5.5,69.9,7.1,1000.4,1.3,-2.9,31.4,5.9,7.1,3.343374774,2.354850584,37,18.2,2.18,0.951,1.739,3,3.6,1.6,4.4,0.6,1.2,5.6
04/02/2020,5.2,71.3,5.9,1013.5,1.2,-1.1,31,5,5.6,0.018764212,0.012243021,24.4,10.6,1.536,0.778,1.707,0.2,0,0,0,0,0,0
05/02/2020,5.5,82.8,4.7,1028.4,0.5,-0.8,31.8,4.5,2,0.000514076,0.000760622,17.8,7.91,1.141,0.659,1.641,0,0,0,0,0,0,0
06/02/2020,5.6,84.3,4.8,1023.6,0.5,-0.7,33.7,4.1,1.5,0.017019832,0.002402126,14.8,6.38,0.905,0.577,1.598,0,0,0,0,0,0,0
07/02/2020,5.3,91,2.8,1010.6,0.5,1.4,33.7,3.6,4.1,1.145073786,1.333280364,13.3,5.5,0.745,0.528,1.577,0.6,1.4,0.8,1,1.2,1.4,1.4
08/02/2020,5.8,71.3,7.8,1001,1.5,0.7,34,4.9,6.4,43.31905908,47.41381677,22.3,11.5,0.699,0.516,1.571,26.4,47.2,40.6,23.4,35.6,40.8,50.4
09/02/2020,7.3,80.6,9.3,973.9,1.2,0.7,38.2,6.6,8.9,32.72247562,27.99317324,192,79.4,3.43,2.059,2.257,28.8,20.6,31.2,32.4,25.2,23.2,47.4
10/02/2020,4.8,71.1,4.8,981.8,1.5,-0.4,34.5,5,7.9,10.15354348,9.515245313,147,66,4.071,2.995,2.367,7.6,7.8,8.6,7.4,9.4,8.2,16.2
11/02/2020,4.5,70.7,4,991.4,1.5,-0.8,35.4,3.8,9.3,3.552438578,2.923177267,95.5,43.2,3.519,2.167,2.168,2.8,3.2,3.4,3.8,2.2,3.2,4
12/02/2020,4.6,72.1,3.9,1001.4,1.2,0.1,35,3.4,5.9,9.49021185,9.18869377,60.5,27.1,2.59,1.46,1.954,6.4,3.6,9.2,5,7.2,11.6,10.6
13/02/2020,5.8,87.6,4.5,990.7,0.8,2.6,35.6,4,4.3,0.074180994,0.016414791,56.2,23.6,2.31,1.168,1.895,0.2,3.8,0,0,0,0.2,0
14/02/2020,6.1,83.1,6.2,1004.7,0.6,-1.1,37.4,4.4,4.6,1.564073573,1.890967643,36.4,15.1,1.776,0.924,1.792,0.2,1.8,1.8,0.8,1,1.4,1.4
15/02/2020,7.8,87,9.1,989.5,0.6,-0.9,38.1,5.7,6.3,43.5818064,45.5286639,87.5,35.5,2.267,1.133,1.819,30.4,49.2,38.2,31.6,33.2,39.2,46.8
16/02/2020,5.9,73.4,7.4,979.6,1.5,-0.4,38.2,6.4,8.2,1.068905282,0.694193074,120,54.2,3.991,2.32,2.298,2.4,0.6,0.6,1.4,0.4,0.2,1.2
17/02/2020,5.1,68.3,6.4,994.7,1.6,-0.8,36.3,5.1,7.3,2.516178517,2.894052061,70,35.9,3.245,1.906,2.014,0.6,4,1.4,2.6,2.2,2.8,2.6
18/02/2020,5.1,70.7,5.9,1003.9,1.5,0.2,35.3,4.9,6.5,4.211053786,4.684326025,49.4,24.7,2.292,1.283,1.886,1.2,6,4.8,2.2,4.6,3.4,4.4
19/02/2020,5.7,77.8,6,1005.7,0.8,-0.8,35.5,4.5,5.3,10.53894236,15.28010896,41.3,22.4,1.934,1,1.788,0.6,21.6,9,1.6,9,7,10.6
20/02/2020,5.9,75.1,7.1,998.1,1.3,0.5,35.6,5.7,7,8.496588287,9.523462064,64.2,34.5,3.195,1.56,1.897,5.4,13.2,7,5,6,7.4,10.4
21/02/2020,6.4,77,8,1005.6,1.3,0.9,36.8,5.5,8,34.59034883,38.97926891,90.3,46.4,3.137,1.596,1.905,11.8,41.2,28.6,14.8,34.2,32.8,39.8
22/02/2020,5.9,69.7,8.3,1002.6,1.9,1.9,37.2,6.5,8.5,20.04822765,22.91175331,124,69.6,4.152,2.608,2.253,10,23.6,23.2,13.2,17.8,15.6,22.4
23/02/2020,5.4,77.2,5.6,1006.4,1.2,2.9,34.5,5.7,4.5,17.67479149,18.882168,120,63.7,4.06,2.683,2.229,6.6,3.8,15.6,5.4,5.4,9.8,8.8
24/02/2020,5.8,83.4,5.3,996.7,1.1,1,38,5.1,6.8,13.34779104,14.84882102,141,69.1,3.865,2.487,2.236,13.8,26.6,15.2,18,28.2,19.8,24.8
25/02/2020,5.1,82.1,3.7,988.7,1,2,36.7,4.7,4.6,7.720084427,9.265982916,115,57.6,3.901,2.735,2.206,2,4.4,9.8,4,8,9.4,7.2
26/02/2020,4.7,75.8,3.7,993.7,1.2,2.1,35.6,4.3,4.5,3.998404769,4.424517864,79.5,40.2,3.328,1.982,2.055,1.2,8.4,3.2,1.6,2.6,3,5
27/02/2020,4.6,75.1,3.7,995.8,1.4,3.2,34.3,4.1,4.5,0.496661041,0.50114845,56.5,27.6,2.641,1.447,1.926,0,7.2,0,0,1.4,1.2,1
28/02/2020,5.9,88.7,4.4,992.9,0.4,0.4,34.1,3.8,4.5,14.59737098,15.18782124,62.1,31.7,2.458,1.277,1.875,9,15.6,12.8,9.8,15.4,14,17.2
29/02/2020,5.8,76,6.6,970.7,1.5,4.1,36.3,5.4,7.5,8.762133565,9.749026687,71.1,34,2.922,1.509,1.96,4.6,12.8,9,5.8,6.6,6.6,9
01/03/2020,4.4,65,5.1,974.5,1.7,0,35.9,4.5,6.6,0.65715958,0.982433492,54.4,25.2,2.86,1.444,1.934,0,0.6,0.4,0.4,1,0.4,0.4
02/03/2020,4.7,76.5,3.6,981.8,1.1,1.7,33.3,4,3.6,6.598023543,6.521359325,37.6,16.3,1.774,0.928,1.771,4,4.6,6,4.4,6.6,4.6,10.6
03/03/2020,5.4,82.2,4.4,992.5,1,2.8,36.6,4.2,4.1,0.770691679,0.660179627,35.9,14.4,1.719,0.872,1.764,0,3,0,0.2,0.4,0.2,1.4
04/03/2020,5.3,80.1,4.6,1000.5,0.9,2.2,33.5,4.5,1.8,0.024197474,0.028246112,27.7,11.1,1.449,0.784,1.729,0,0,0,0,0,0.2,0
05/03/2020,4.8,83.3,2.7,993.7,1,3,34.1,4.6,2.2,0.039911931,0.005939165,22.8,8.92,1.142,0.691,1.676,0,0,0,0,0,0,0.2
06/03/2020,4.4,73.4,3.6,999,1.3,3,34.4,4.1,1.7,0.164843258,0.320674105,19.2,7.3,1.016,0.62,1.646,0,1.4,0,0,0.2,0,0
07/03/2020,6.5,76,8.5,1001.7,1.4,2.6,33.7,5.3,5.1,9.362704459,11.28725537,17.9,6.78,0.839,0.571,1.622,3.2,18.8,7.8,3.2,7.2,5.8,10.6
08/03/2020,6.4,77.6,8,992.8,1.4,3.4,34.6,6.7,5,5.146889488,4.658105682,29.4,13.6,1.419,0.743,1.676,3.2,6.6,2.4,5.8,2.8,3.2,9.2
09/03/2020,6.3,81.2,7,997.7,1.2,3.1,35.5,6.1,5.2,19.05768928,19.92540854,41.4,20.4,1.459,0.763,1.725,7,20.8,13.4,10.6,14.8,13.2,26.6
10/03/2020,7.6,77.6,10.6,991.5,1.3,2.4,32.9,7.6,6.5,3.0834832,3.380351765,81.2,37.1,3.329,1.761,2.002,1,4,2.2,1.6,2.4,1.6,4.2
11/03/2020,6.2,75.5,8,995.5,1.7,4.3,32.4,6.9,5.7,13.77184879,14.96972343,52.4,22.1,2.25,1.128,1.869,11.2,17.2,12.2,14,11,8.2,18.2
12/03/2020,4.7,66.8,5.8,994.9,2.3,4.4,34.3,5.9,7.8,1.412394777,1.666369259,49.4,21.7,2.514,1.148,1.884,0,8,0,2.4,2.2,0,2.2
13/03/2020,5.7,79.1,5.9,1008.3,1.1,2.6,32.5,6,4,0.754748074,0.804805243,31.7,13.1,1.774,0.879,1.758,0,0.4,0.2,0,0.4,1.2,0.8
14/03/2020,6.7,83.2,7.7,1002.8,1,2.4,33.6,6.5,4.6,9.793590003,12.02830265,26.3,11.4,1.281,0.733,1.69,4.4,16,11.4,4.6,8,8.4,9.6
15/03/2020,6.4,74.8,8.4,997.3,1.5,2.4,36.6,7.3,5.7,0.577065019,0.569827664,40.4,20.3,2.09,0.983,1.738,0.6,1.6,0.4,0.6,0.4,1,0.4
16/03/2020,5.5,68.9,7.6,1011.8,2,5,34.7,7.1,3.8,0.839813259,1.488994351,25,10.5,1.445,0.777,1.696,0,1.6,0.2,0,1,0.4,0.4
17/03/2020,7.5,73.8,11.4,1013.3,1.9,3.9,34.8,8,6.1,7.696736488,11.32406215,21.3,11.5,1.168,0.667,1.648,1.4,10.4,6.6,1.8,9,5,7
18/03/2020,6.2,78,7.3,1016.2,1,1.7,34.9,8.2,3.1,0.239313219,0.157302663,30.3,15.4,1.803,0.833,1.681,0.4,0.2,0.2,0.4,0,0.4,0.4
19/03/2020,5.1,71.9,5.8,1022,1.2,4.2,33.8,7.5,1.2,0.016377548,0.039360718,20.7,9.07,1.374,0.748,1.677,0,0,0,0,0,0,0
20/03/2020,5,77,4.6,1026.8,1.4,2.6,34.9,6.8,3.1,0.000611003,0.000918367,17,7.4,1.046,0.625,1.618,0,0,0,0,0,0,0
21/03/2020,4.7,73.2,4.4,1024.2,1.6,4.7,33.3,6.1,3.7,0,0,14.7,5.88,0.84,0.56,1.595,0,0,0,0,0,0,0
22/03/2020,4.8,70.9,5,1023.7,1.7,5.7,32,6.6,3.1,0.00169062,0.003034322,13.1,5.01,0.704,0.511,1.579,0,0,0,0,0,0,0
23/03/2020,4.6,71.6,4.8,1020.4,1.9,5.5,31.7,5.9,3.5,0.000449018,0.000242632,12.1,4.45,0.614,0.479,1.566,0,0,0,0,0,0,0
24/03/2020,5.9,70.2,8.2,1016.4,2,5,32,6.6,4.1,0,0,11.3,3.98,0.508,0.453,1.558,0,0,0,0,0,0,0
25/03/2020,5.3,63.3,8.9,1017.6,2.2,6.5,30.5,7.9,2.3,0,0,10.5,3.6,0.452,0.431,1.549,0,0,0,0,0,0,0
26/03/2020,4.6,67.7,5.9,1019.8,2.1,6.1,27.8,7.3,1.5,0.000912964,0.00076266,9.71,3.25,0.422,0.41,1.54,0,0,0,0,0,0,0
27/03/2020,4.8,75.7,4.7,1022.4,2,6.7,27.2,7,2.8,0.000155624,0.000262367,9.17,2.95,0.373,0.39,1.536,0,0,0,0,0,0,0
28/03/2020,5.1,71.3,5.9,1028.8,1.8,4.4,29,6.9,5.4,0.219543488,0.384013998,8.59,2.72,0.391,0.374,1.534,0.4,0,0.4,0,0.4,0,0
29/03/2020,3.9,63.3,3.7,1036.5,1.7,3.3,27.7,5.8,5,0.028274998,0.014337379,8.14,2.46,0.351,0.357,1.527,0.2,0,0,0.6,0.4,0,0
30/03/2020,5.2,69.9,6.4,1030.3,1.9,6.1,28.4,6.2,4.6,0.383706174,0.164900579,7.84,2.34,0.316,0.347,1.52,1,1,0,1,0,0.2,0.2
31/03/2020,5.7,77.1,6.3,1027.2,0.9,3.4,28,7,1.7,0.007370259,0.010811908,7.56,2.24,0.299,0.339,1.517,0,0,0,0,0,0,0
01/04/2020,5.4,68.9,7.3,1015.8,1.6,3.9,27.3,7.3,3.3,0.136732238,0.233405077,7.38,2.13,0.26,0.333,1.515,0,1.2,0,0,0.2,0,0
02/04/2020,5.8,68.7,8.4,1006.3,2.1,5.6,27.1,7.4,5.4,0.423589655,0.737825077,7.22,2.03,0.24,0.323,1.518,0,4.8,0,0,0,0,0.6
03/04/2020,5.2,67.9,6.9,1009.5,1.5,3,26.8,7.1,2.9,0.133409283,0.232268792,6.81,1.93,0.253,0.318,1.513,0,0.2,0,0,0.4,0,0.2
04/04/2020,6,69.8,8.9,1011.5,1.6,3.4,25.6,7.4,3.1,0.001709802,0.001547124,6.59,1.84,0.228,0.311,1.509,0,0,0,0,0,0,0
05/04/2020,5.7,58.6,11.6,1005.3,3.3,6,25,8,4.8,0.894924915,1.406596869,6.51,1.77,0.189,0.304,1.506,0.4,3,0.4,0.4,0.4,0.2,0.6
06/04/2020,6.1,59.6,11.5,1008.8,2.9,7.6,25.2,9.3,4.3,0.115913162,0.101835065,6.34,1.69,0.214,0.3,1.506,0,0.2,0.2,0,0,0,0
07/04/2020,5.5,59.8,10.5,1022.1,3,9.4,24.6,8.8,2.4,3.03E-06,0,5.98,1.58,0.191,0.29,1.5,0,0,0,0,0,0,0
08/04/2020,6.7,62.5,12.6,1019,2.7,8.3,23.7,9.9,1.8,0.000541904,0.000456187,5.9,1.53,0.176,0.283,1.497,0,0,0,0,0,0,0
09/04/2020,7.4,84.5,8.9,1021.4,1.5,6.3,23.3,10.1,2.8,0.000544931,0.000456187,5.74,1.47,0.194,0.279,1.499,0,0,0,0,0,0,0
10/04/2020,7.9,73.8,12.5,1018.7,2.3,8.3,23.9,10.9,2.8,1.72340944,3.321437868,5.7,1.49,0.167,0.276,1.498,0,4,2.4,0,4.4,1.2,0.2
11/04/2020,8.3,68,14.5,1014.8,2.6,6.9,23.8,11.7,2.7,0.001057515,0.002411245,5.72,1.51,0.161,0.288,1.499,0,0,0,0,0,0,0
12/04/2020,7.4,76.6,10.3,1010.9,2.1,6.1,23.1,11.3,3,0.046485497,0.025775819,5.47,1.39,0.144,0.275,1.496,0.2,0,0,0,0,0,0
13/04/2020,3.9,55.7,5.7,1023.7,2.5,7.1,22.3,9.7,3.6,4.72E-05,0.000105783,5.22,1.25,0.187,0.264,1.493,0,0,0,0,0,0,0
14/04/2020,4.3,58,6.7,1021.9,2.7,9.8,20.5,9.2,1.7,1.25E-05,3.02E-05,5.16,1.19,0.138,0.254,1.489,0,0,0,0,0,0,0
15/04/2020,5.4,53.8,11.6,1015.3,3.1,9.6,19.6,10.2,1.9,2.46E-05,5.60E-05,5.13,1.17,0.132,0.253,1.487,0,0,0,0,0,0,0
16/04/2020,5.8,64.1,10.3,1012.3,3.3,10.2,20.6,10.8,2.7,0,0,5.03,1.12,0.12,0.25,1.486,0,0,0,0,0,0,0
17/04/2020,5.9,72.7,7.8,1014.9,2.4,9.5,20.7,10.6,3.4,0.048943928,0.05934006,4.88,1.09,0.128,0.245,1.486,0,0,0,0,0,0,0.4
18/04/2020,5.7,72,7.4,1014.8,1.7,5,20,9.9,2.6,0.046193757,0.041550954,4.74,1.05,0.14,0.24,1.484,0,0,0,0,0,0,0
19/04/2020,5.2,67.9,7.8,1018,3.2,11.3,19.8,10,3,0.009433132,0.018629357,4.72,1.01,0.12,0.239,1.485,0,0,0,0,0,0,0
20/04/2020,5.2,64.7,8.4,1017.9,3.3,11,19,9.9,4.1,5.37E-06,1.30E-05,4.62,0.971,0.11,0.234,1.481,0,0,0,0,0,0,0
21/04/2020,5.8,65.8,9.6,1017.3,3.3,11.1,18.9,10.3,4.5,0.000141172,0.000188279,4.51,0.949,0.11,0.23,1.482,0,0,0,0,0,0,0
22/04/2020,6.3,70.4,10,1018.5,3.2,10.8,19.2,10.9,3.5,6.34E-05,0.000148287,4.48,0.944,0.107,0.229,1.481,0,0,0,0,0,0,0
23/04/2020,6.6,70.9,10.5,1016.6,2.6,9.2,19.2,11.3,2.6,0.000543367,0.000457032,4.46,0.927,0.098,0.228,1.48,0,0,0,0,0,0,0
24/04/2020,6.2,71.4,9.9,1011.5,3.3,12.3,17.9,12,2.2,0.000132998,0.00015816,4.38,0.908,0.096,0.226,1.481,0,0,0,0,0,0,0
25/04/2020,6.6,73.2,9.7,1009.2,2.4,9.9,17.4,12.4,2.1,0.000613001,0.000492456,4.34,0.902,0.087,0.225,1.479,0,0,0,0,0,0,0
26/04/2020,7.1,64,12.9,1004.1,2.8,7.9,18.2,12.4,2.7,0.034034009,0.048159795,4.34,0.887,0.093,0.223,1.479,0.2,0,0.2,0.2,0,0,0
27/04/2020,5.9,64.9,9.9,1002.2,3,11.1,18,12.5,2.1,8.23E-05,0.000131498,4.33,0.865,0.076,0.216,1.479,0,0,0,0,0,0,0
28/04/2020,6.1,76.8,7.5,1001.2,1.4,4.4,16.9,11.4,2.2,3.725412057,3.585980718,4.8,0.897,0.079,0.209,1.478,1.8,4.4,2.6,2.6,3.4,2.8,4.2
29/04/2020,7.2,90.3,7.4,994.1,0.9,4,19.5,10.4,2.3,4.0854342,3.470594778,6.02,1.03,0.072,0.224,1.503,5.8,4.2,2.8,6.4,3.2,3.4,4
30/04/2020,6.8,79.4,8.7,984.8,2.2,9.9,21.6,10.6,3.3,3.851628849,4.359556199,5.26,1.01,0.058,0.227,1.49,2.2,5.4,1.8,2.2,1.4,3,5.8
01/05/2020,6.5,73,9.3,990.4,2.7,10.4,21.2,10.7,3.8,0.829388436,0.995652447,4.74,1.01,0.078,0.23,1.489,0,0,1.8,0,0.4,3.2,1
02/05/2020,6.8,71.3,10.7,1002.9,2.9,10.7,18.6,11.2,3.3,0.007036174,0.009966784,4.38,0.887,0.07,0.217,1.482,0,0,0,0,0,0,0
03/05/2020,7.5,80.9,10,1010.4,2.8,12.7,20.1,12.1,2,1.059012714,0.432426936,4.47,0.888,0.064,0.211,1.476,3.4,0,0.2,0,0,0.2,1.8
04/05/2020,7.4,83.5,9.1,1016.1,1.7,7,20.3,12.2,2.4,0.145096603,0.009343671,4.39,0.889,0.106,0.216,1.478,1.8,0,0,1,0,0,0.4
05/05/2020,5.5,71.7,7.3,1018.6,2.7,11,19.3,11.1,2.7,4.67E-05,8.00E-05,4.17,0.824,0.061,0.209,1.477,0,0,0,0,0,0,0
06/05/2020,5.5,67.8,8.5,1020.6,3.3,13.3,18.7,11.3,1.8,0,0,4.05,0.802,0.053,0.204,1.487,0,0,0,0,0,0,0
07/05/2020,6.6,63.5,12.6,1015.4,3.5,12.6,19.4,12.2,1.5,0.002894905,0.00312021,4.02,0.781,0.054,0.201,1.495,0,0,0,0,0,0,0
08/05/2020,8.3,64.6,15.4,1011.2,3.7,12.6,18.8,13.9,2,0.000133726,0.000114737,3.96,0.766,0.036,0.199,1.494,0,0,0,0,0,0,0
09/05/2020,8.8,70.8,15,1007.3,3.4,11.9,18,14.7,1.6,0.493004781,0.015838529,4.42,0.755,0.035,0.197,1.492,0.8,0,0,3.2,0,0,0
10/05/2020,5.6,68.2,7.6,1010.8,1.8,2.7,17.7,12.5,4.9,0.030952567,0.033967624,3.83,0.736,0.135,0.196,1.493,0,0,0,0,0,0,0
11/05/2020,4.4,63,5.6,1018.1,2,5.8,17.3,10.4,3.6,0.07522831,0.011357148,3.79,0.734,0.081,0.195,1.489,0.4,0,0,0.2,0.2,0,0
12/05/2020,5.1,63.1,7.8,1013,2.3,6,17.2,10,3.7,0.140304894,0.068657201,3.76,0.734,0.075,0.194,1.488,0.2,0,0,0,0,0,0.4
13/05/2020,4.5,63.8,5.9,1014.5,2.3,8.5,16.4,10.4,3.1,0.000305376,0.000439891,3.71,0.716,0.082,0.193,1.487,0,0,0,0,0,0,0
14/05/2020,4.7,58.1,8.3,1017.4,3.4,11.9,16.2,10.5,2.3,0,0,3.67,0.703,0.083,0.191,1.485,0,0,0,0,0,0,0
15/05/2020,5.8,61.6,10.6,1017.1,3.7,12.6,16.9,12.1,3.3,0.001394006,0.001176779,3.64,0.694,0.074,0.19,1.487,0,0,0,0,0,0,0
16/05/2020,6.1,62.3,11.2,1016.5,3.5,12.1,17.4,13,3.9,0.001378542,0.001151183,3.58,0.677,0.068,0.188,1.484,0,0,0,0,0,0,0
17/05/2020,7.2,62.9,13.3,1015.3,2.7,7.7,17.2,13.4,3.2,0.040881327,0.09315182,3.54,0.662,0.065,0.185,1.481,0,0.6,0,0,0,0,0
18/05/2020,8.7,74.1,13.6,1014.6,2.3,8.3,17.4,13.9,3,3.227415016,6.263793854,3.49,0.689,0.094,0.186,1.48,1,23.2,1.8,0.2,1.2,1.8,0.4
19/05/2020,9.8,75.5,15.2,1015.5,3.1,12.5,17.2,15.2,3,0.240145044,0.490206235,3.71,0.766,0.084,0.199,1.483,0,2.8,0.2,0,0.6,0.4,0
20/05/2020,9.1,61.6,18.3,1014,4.6,15.2,17.3,16.4,2,0.000133598,0.00014954,3.72,0.708,0.067,0.193,1.482,0,0,0,0,0,0,0
21/05/2020,8.1,58.8,16.6,1011.7,3.9,13.3,16.5,17,2,3.228428988,4.358046129,3.58,0.678,0.052,0.188,1.478,1.6,5.8,3.2,2,3,2.4,2.8
22/05/2020,7.2,55.8,15.3,1003.4,4.9,11.8,16.6,16.3,6.4,1.858486619,3.13122358,3.86,0.743,0.069,0.193,1.48,0.6,7,3.2,0,1.8,1.4,0.6
23/05/2020,6.3,56.9,12.8,1009.5,3.8,7.4,15.5,14.6,6.3,1.133269106,1.210892315,3.52,0.671,0.104,0.189,1.486,0.2,2.8,0.4,0.2,0.6,0.4,1.8
24/05/2020,8.8,74.5,13.6,1021.2,2.1,5.6,15.6,14.4,4.2,0.273088195,0.610101625,3.62,0.656,0.129,0.185,1.481,0,4.2,0,0,0,0,0
25/05/2020,6.7,55.3,15.6,1027.1,5,15.7,16.1,15.7,2.4,0.011268988,0.027002659,3.52,0.641,0.07,0.184,1.481,0,0,0,0,0,0,0
26/05/2020,8.4,64.2,15.2,1029.5,2.7,8,16.2,16.2,2.2,0.000267031,0.000538112,3.46,0.628,0.078,0.182,1.478,0,0,0,0,0,0,0
27/05/2020,6.8,58.4,14.3,1030.7,4.6,15.3,16.1,16.5,2.3,1.62E-05,2.56E-05,3.49,0.614,0.103,0.179,1.478,0,0,0,0,0,0,0
28/05/2020,8,65.7,15.2,1027.9,4.2,15.5,15.3,17.2,1.9,0.000148547,0.00021685,3.47,0.587,0.039,0.176,1.475,0,0,0,0,0,0,0
29/05/2020,7.1,56.1,15.6,1022.6,5,15.6,14.7,17.9,2.5,0,0,3.46,0.564,0.042,0.172,1.475,0,0,0,0,0,0,0
30/05/2020,8,70,13.9,1020,4.4,16.2,14.9,18,2.5,0,0,3.36,0.549,0.015,0.168,1.474,0,0,0,0,0,0,0
31/05/2020,7.7,65.9,14.7,1019.8,4.6,15.4,14.4,18.1,2.4,7.83E-05,3.63E-05,3.34,0.54,0.018,0.168,1.473,0,0,0,0,0,0,0
01/06/2020,7.4,60.4,15.2,1019.7,4.6,14.8,15,18.2,2.3,0.000861738,0.000674062,3.3,0.542,0.014,0.168,1.47,0,0,0,0,0,0,0
02/06/2020,7,55.6,15.9,1013.4,4.5,15,14.3,18.1,1.5,5.976188139,7.41413454,3.34,0.556,-0.015,0.167,1.469,4,11.2,6.2,3.2,7.4,7.4,3.6
03/06/2020,8.7,85,11.3,1005.8,1.2,3.5,17,16.6,3.5,0.61285449,0.280235567,4.18,0.739,0.072,0.19,1.478,0.6,0,0.2,0.8,0.2,0.2,1
04/06/2020,7.5,81.1,9.8,996.5,1.8,6.4,16.9,15,1.8,5.787343292,4.687820506,5.38,0.691,0.012,0.188,1.496,8.4,5.8,4,12.8,7.6,9.2,3
05/06/2020,6.6,74.2,9.3,988.1,2.9,11.7,22.4,14.6,4.1,11.15899084,10.21448156,6.18,0.825,0.038,0.197,1.512,8.2,13.6,10.2,14,6,10,20
06/06/2020,7.2,75.3,10.5,988.5,2.8,11.8,25.3,14.2,4.5,4.15805428,3.359199288,6.89,0.965,0.062,0.221,1.517,3.2,1.6,4.6,5.6,5.2,5,4.2
07/06/2020,7.8,83,10,1003.8,1.3,3.8,26.2,13.6,3,0.393718818,0.180832277,5.84,0.839,0.071,0.214,1.511,0.6,0,0.2,0.8,0.6,0.4,0.6
08/06/2020,6.6,71,10.1,1013.9,2.4,9.1,26.3,13.8,2.1,0.001105479,0.002380047,4.2,0.68,0.034,0.192,1.492,0,0,0,0,0,0,0
09/06/2020,7.4,72.4,11.8,1013.7,2.9,11.6,25,14.2,1.6,3.271686388,4.046791033,3.98,0.664,-0.008,0.183,1.479,2.8,5.4,3,3.4,4.2,2.6,2
10/06/2020,9,86.7,11.6,1008.9,1.6,6.9,24.6,14.6,1.9,6.918969077,6.21875224,6.77,0.871,0.016,0.201,1.495,5,4,6,4.4,6.6,11.4,6.8
11/06/2020,9,88.3,11.4,1011.1,1.2,4.1,29.1,14,3.8,15.04440279,8.849975828,7.76,0.876,0.059,0.213,1.53,32.2,8.2,7.4,21.6,9.8,11.8,21
12/06/2020,10.6,94.7,12.8,1004.4,0.5,1.7,30.6,13.5,3,6.090853564,2.907150149,21.8,1.19,0.056,0.235,1.699,8,1.2,2.6,8.2,1.8,4.6,7.4
13/06/2020,11.7,86.3,16.1,1004.7,2.7,11.5,31.6,15.1,2.4,0.920523878,0.209847056,7.26,0.89,0.023,0.217,1.53,0,0,0,0,0,0,3.6
14/06/2020,11.3,85,15.8,1009.1,3,13.2,29.1,16.8,2.1,0.003766863,0.002639737,5.28,0.74,-0.032,0.203,1.511,0,0,0,0,0,0,0
15/06/2020,11.9,86.4,16.3,1010.2,2.9,12.3,28.8,17.6,1.5,1.120098117,2.56797943,4.49,0.69,-0.072,0.19,1.481,0,0.4,0,0,0,0,0
16/06/2020,11.6,89.6,15.3,1008.8,2.4,10.2,27.2,17.8,1.4,1.320389898,1.357916622,4.1,0.829,-0.073,0.201,1.478,0,0.2,0,0,0,0,1.8
17/06/2020,11.1,88.1,14.8,1008.1,2.3,9,25.6,17.4,1.6,0.254743439,0.054176642,4.04,0.758,-0.085,0.201,1.486,0.4,0,0,2.2,0,0,0.2
18/06/2020,10.8,95,13.1,1005.2,0.8,3.3,27.8,16.2,2.5,5.348782002,4.137862031,5.47,0.775,0,0.194,1.497,5.2,1.4,4.2,5.6,4.2,6,5.8
